words,sentiment_coeff
operate,1.1227722557848308
pipeline,1.0644149469384037
georgia,-1.0699899958106363
powerful,-1.083976340443937
shut,-1.0740904285376334
foreign_policy,-1.1380751863635685
rely,1.083692691816949
politics,-1.1696819650800534
wef,-1.1147661405130116
credit,1.1005956119641738
intend,1.0968738985878885
donate,1.0410491324159552
purpose,1.1190946813154887
straight,-1.0758481844717582
cheap,-1.0512858382427126
peaceful,-1.14112144258934
cope,-1.0562945975882263
mi,1.1253608238898893
interview,-1.046662666259649
industry,-1.0627046932496194
skill,1.0758232970309696
press,-1.0737443357113554
incorrect,1.1952746653072326
produce,1.1197304597636242
alliance,-1.1062054095058815
secure,-1.0596411454800785
loose,-1.0872986971662717
english,1.1268496555469423
standard,1.174790951230093
national,-1.048440462260774
op,1.0686765180517885
atgm,1.2556009147500422
quick,1.07181375903411
mm,1.180653507685933
supply_weapon,-1.1012185314661649
solve,-1.2056505922103162
human_right,-1.0829155538558806
conversation,1.0575492328886065
separate,1.1277246700216759
nuclear_weapon,-1.0918316571428677
refugee,-1.1038289168074076
combat_footage,1.1841598025060103
deep,1.0595276862645082
russian_federation,-1.1011394187863885
danger,1.0618573215555984
reply,1.0844648948423492
feed,-1.1227440466444512
suffer_bad,-1.097367459394505
moldova,-1.085125574213195
travel,1.0588653736017475
opportunity,-1.061532995180178
establish,1.1056915196779702
tie,-1.0412836947430066
kharkiv,1.100645054609734
terrorism,-1.1054580359485149
armament,1.1632017813467215
couple,1.0758279163691553
solidarity,-1.0936909587294885
drop_grenade,1.2787278533952064
guarantee,-1.0730920245609368
responsibility,-1.172420328276383
wipe,-1.1017482908341436
blackrock,-1.0918764134720753
aware,1.1888773808458668
international_law,-1.1640286121400556
gaza,-1.0479570871182184
nato_eu,-1.0835518663961115
germans,-1.0934330739147795
outcome,-1.1116624360427398
rare,1.1866549132463453
field,1.0916395815436812
ur,-1.1313321601583237
ah,-1.1187149876658855
biden_trump,-1.172399539788901
indo_pacific,-1.1287377725408712
hurt,-1.0745850342459247
arrest,-1.0696817101918463
stock,1.1784104420270927
warn,-1.1224123406484874
somebody,1.074809541708303
neighbour,-1.2072664902169117
predict,-1.070482729883641
peace_deal,-1.1906811240505943
film,1.0975949034144534
tactical,1.2259526948756585
neighbor,-1.1074245717824485
chechen,-1.0594627000126895
deploy,1.108427131779706
complain,-1.0578162360137013
perfect,-1.0642832609776947
absolute,-1.209088921260163
brutal_attack,1.1575365485377533
advantage,1.2045456196757907
priority,-1.1019763097313666
cruise_missile,1.1348778494512657
assault_unit,1.2338099790952626
address,1.065433778534395
round,1.1880886642922217
good_thing,-1.1775056188054442
trump_president,-1.1964175711219962
deeply,-1.105304826849411
truly,-1.1686225905370664
invite,-1.07344740257867
british,-1.0905843731737093
glory,-1.1826640861739712
material,1.1040993174910063
realise,-1.067654160107
mercenary,1.0651859629610796
element,1.080301361819264
bet,-1.1341547925106226
hadn_t,-1.1575450922472197
bombing,-1.0582183071165276
neo_nazi,-1.0934121380235406
neutral,-1.1510380513694707
heavily,1.0873954424010512
datum,1.0953005911881935
age,-1.0980066278937328
ahead,-1.064639512573182
avdiivka,1.2114600662381887
actor,-1.0852092739713974
excellent,1.0915247486323114
enemy_continue,1.2335188751422648
sweden,-1.0937700173410105
expensive,-1.0921457502881946
bbc,-1.1303396658547076
preparation,1.1555602261409057
kyiv_attack,-1.1208694522398532
save_life,1.0984158830135142
soil,-1.0505031377564127
attack_inside,-1.0958720447910528
personally,-1.1292559000386162
slaughter,-1.093859205936126
people_die,-1.1556337134387173
clown,-1.0973756503831196
internet,-1.0760669040699826
locate,1.234588095524508
sustain,1.1347771789589747
communication,1.1669180843130613
rpg,1.1735748134733166
spot,1.1003301617716275
honestly,-1.0790541910241285
approach,1.1234693319573745
drone_bomb,1.248574794267818
fight_proxy,-1.1427499652643607
boy,-1.141496209461937
central,1.0691816496852278
translate,1.075259998341062
artillery_fire,1.2173882807768408
challenge,1.0989546859565007
morning,1.1223565855170643
tv,-1.086639284706183
liberal,-1.1312014869655367
regular,1.1583839473595725
conventional,1.0465111484782192
ambush,1.1994452945018828
liberate,1.0775813595505492
wear,1.0411336751700722
maintain,1.0642890173793373
feb,1.0753792760383558
forward,1.0719388160834533
participate,1.0851280448582483
sport,-1.1054414121829812
year_old,-1.043169990609492
pope_francis,-1.1148498000083094
money_laundering,-1.119523926072177
recommend,1.1296552345311441
plant,1.0949581483694923
assistance,1.0856447635346151
inside_russia,1.096699113853467
president_trump,-1.1843523534689355
kreminna,1.272488467370421
water,1.0462633798505585
project,-1.0697906558551757
french,-1.0637390150812485
series,1.0750317767053748
nazis,-1.1282393066430747
typical,-1.0452159400039653
encourage,-1.1265890149924673
gift,-1.0648221547589651
ve_see,1.0924228347186409
iranian,1.0585869393565608
media,-1.0656703205760376
anti_tank,1.217027357422242
restore,-1.0474514625756126
polish,-1.078932652929408
slavaukraini,-1.1548279415642326
ethnic_russians,-1.0893330091813256
nato_brics,-1.2027923182012097
behalf,-1.1446261721625122
contest,-1.0968787662704516
recognize,-1.0915280418832491
door,-1.0985878370445317
weren_t,-1.0981283748620156
foreign_minister,-1.0699536368805358
drag,-1.0778139756781886
day_ago,1.145780253058844
quote,-1.0914174702580355
incredible,-1.058638430122663
jail,-1.1415048466809192
sunday,-1.072012114809245
washington_post,-1.0940466139542082
contribute,-1.091061027802731
mainly,1.0932752151053897
version,1.1853852260753748
month_ago,1.093736815624509
km,1.1872180218691117
alive,-1.0581988735613819
dnipro,1.135190797665636
propagandist,-1.1164566359018175
volodymyr_zelensky,-1.0953045525488363
sky,1.0856744328610344
pakistan,-1.076971806348731
task,1.1373239852386146
debate,-1.045080618712128
treat,1.0772435264066282
shortage,1.1437421102768648
master,-1.1244754339984948
co,-1.08739131864937
japan,-1.1063991554953296
disaster,-1.0586025519827713
minister,-1.0785841442154778
weaken,-1.0750284691133625
independence,-1.1210905229732582
honest,-1.1226745854684386
bloody,-1.144848953812522
investment,-1.113688979114237
gov,-1.108476195569165
launcher,1.2639116559374775
aggressive,-1.1173262250683698
rhetoric,-1.116975421077986
count,-1.0943253729404743
crazy,-1.0614723200413891
lately,1.085065746027868
putler,-1.094719563073342
export,-1.0429607018529985
seize,-1.0964739048747532
defender,1.0866027048706912
overall,1.160536922042923
ago,1.0954241489202718
mali,1.1412280299413238
recession,-1.0994009896355261
essentially,1.1453985986094402
lesson,1.07550282109094
president_zelenskyy,-1.1431603546782778
century,-1.0856588394404039
unclear,1.085350555643385
palestinians,-1.151102810750828
middle_east,-1.1219305815610474
involvement,-1.0945782175446892
prigozhin,1.086515305854853
donation,1.0628114727857536
april,1.1538414042575709
un_charter,-1.1757158347196588
criticize,-1.1120379857435276
reduce,1.106662142714382
unnecessary,-1.1838533670171785
panic,1.0859597099768616
research,1.0497894720838756
ivanivske,1.212872997378923
tho,-1.0821251379860968
escape,1.0723353147971395
vuhledar_area,1.2607279933887168
wall,-1.1236255112941682
critical,1.1010216349039257
tory,-1.1260314104804392
cheer,-1.1511950783430374
measure,1.0955206985118435
quality,1.2280965123909764
heart,-1.14468194013145
rus,-1.0444786740914043
administration,-1.1738838200767567
rt,-1.1911190277718446
regardless,1.0828797540937896
limited,1.2056416115565647
prior,-1.0728709607480555
pow,1.1030482639745898
trump_usa,-1.189870699886642
elect,-1.15858285172161
moral,-1.1059872701723783
taliban,-1.0733545487251819
european_union,-1.1141865105504396
eliminate,1.0928661857366149
subject,-1.0519640119059332
black_sea,-1.0715117950855295
legal,-1.0435917206808831
suspect,1.0705640882251202
busy,-1.0869766812365802
december,1.0537080526257767
msm,-1.1185408080836878
prisoner,1.0982934769326136
ukrainewillwin,-1.0939357015053965
china_uspolitics,-1.198265797817805
brother,-1.147269142971468
worldpolitic_election,-1.2050567249234223
th_brigade,1.218692083179015
planning,1.0933813646881811
racist,-1.125587394853243
prefer,-1.0650493747395728
remind,-1.1168287938478123
freeze,-1.1008413067171068
nato_expansion,-1.1613665800603143
ad,1.1856508654368647
school,-1.067299395540475
washington,-1.122444909118192
promote,-1.1370105491723308
imo,-1.140516185788984
depot,1.1124011756610153
nearly,1.0519538758601792
war_crimes,-1.1119453051152732
bother,-1.0530688905606016
southern,1.2008264720179205
development,1.1092443908745868
dubovo_vasylivka,1.2147801296381582
mexico,-1.1132925323579215
lukashenko,1.0531940135924158
court,-1.0562565079613053
military_industrial,-1.108161032049383
rd,1.1075243257221425
safety,-1.0760507523437102
dozen,1.0821354741869929
apart,-1.0772605766645569
bill,-1.117834138171224
biden_administration,-1.1283313070740615
united,1.0471085650340641
insist,-1.145575790675561
equip,1.1721345701265447
plane,1.0383818968058383
hundred_thousand,-1.0677018950283488
succeed,-1.0529130263518987
relevant,1.0791675114130164
javelin,1.0585226389573885
organization,1.0619139797329529
suppress,1.1018305560186892
ukraina,1.06585182847868
take_place,-1.0364456195701495
deserve,-1.103336442173804
fighter_jet,1.069381064387664
activity,1.0576988524386202
attention,-1.05409089021776
occupier,1.111432375113686
store,1.144612057617845
financial,-1.096811588118977
relation,-1.085940128842015
capable,1.1627482320701084
crew,1.2073043739651146
strange,-1.1036431317248516
language,1.0686984680290876
ass,-1.1110220791150662
bro,-1.1475594757940557
i_d,-1.079608214552784
sick,-1.0759276934626307
that_s,-1.1067355268470342
historical,-1.0630395440905351
ideology,-1.1827807066156617
optic,1.1715034913804736
recover,1.1041500954366665
idlib,1.2448938724847562
society,-1.0814374343596962
desperate,-1.07908605029032
utilize,1.1985182515989394
counter_attack,1.2275642346939692
november,1.1119313839776301
silly,-1.0598933574113985
john,-1.076846216910531
contain,1.0875609900293328
deliberately,-1.08767120017537
advocate,-1.1000228853575085
wise,-1.0893174777800727
unlike,1.1546267012989881
azov,1.0645485955222387
middle,1.0669757456042672
horrible_attack,1.2585503444975465
leftist,-1.172511812281408
wife,-1.1266939177277882
troll,-1.0661338659302562
kill_civilian,-1.1070448101792079
till,-1.108840745658795
terrorist_state,-1.1349225576849586
budget,-1.0705963807193155
warrior,-1.082795986531824
mass,1.0856450033137814
green,-1.1046291580337493
fan,-1.1557845043788662
implement,1.0398840098249391
brainwash,-1.1243969522852795
utter,-1.1084257069114054
assault_group,1.1616657293452104
modi,-1.110594090439731
vatican,-1.089592340109478
trillion,-1.1059978377242932
effectively,1.151050371048771
fault,-1.1420136042465554
times,-1.1130565453840224
inform,-1.082972725421226
winter,1.0620021332054645
purchase,1.1375169091255377
y,-1.1220186445066065
scholz,-1.1069779091855383
stop_fund,-1.2188878035867132
individual,1.0421401962250125
fairly,1.1712351061847344
democrats_republicans,-1.2023194035225615
google,1.050773209548971
h,-1.067837341389708
annex,-1.0669225361601162
reasonable,1.1386671767998198
tow,1.1313919299113229
pay_attention,-1.0995240054327777
western_medium,1.0890054819080426
will_not,1.0841526456278499
potentially,1.0511353739130838
minsk,-1.1004448307895796
liar,-1.1415933562562672
repair,1.1661677643134105
route,1.153549628763309
pmc,1.1042160689677014
test,1.0413553289416808
pilot,1.0938551116179631
police,1.0651638405036237
en,-1.093597164936022
confuse,1.0554232313145575
willing,1.0486837951469057
gur,1.1131833458353353
content,1.1399129550114497
method,1.1035085746683522
spare,1.1506572931134866
unity,-1.1524416778167714
loser,-1.171935313015068
communist,-1.1417741099717582
hat,-1.0401954139775194
path,-1.0921329082955833
double,-1.0771368624490607
copy,1.1170840406876803
highly,1.0503555493245031
missiles,1.0837644842421834
trap,-1.076257559487021
kill_innocent,-1.1112167619370938
weird,-1.073080490528236
factor,1.1451445408194276
climate,-1.134460321303576
torture,-1.0975148466255653
planet,-1.079940366730602
ruin,1.0830768938210935
soul,-1.1357349203835563
innocent,-1.1540272458139373
ht,1.2195639345256175
military_target,1.0832978248545422
occupy_russian,-1.1243711396393055
bot,-1.063917403696135
locally,1.1957736703233346
settlement,1.1042824861493115
mad,-1.14619995855609
negotiate_peace,-1.138069500013448
russian_oil,-1.1218097961069482
display,1.0774143254824415
model,1.1043434839239614
sponsor,-1.1070268167729778
laugh,-1.1133183523292298
ffs,-1.0930272629279665
missile_strike,1.0586095311867456
canada,-1.1164923224139174
su,1.2337176152586735
camera,1.1530608434980087
amid,-1.0840594864081532
river,1.1570727520562818
warfare,1.0952507502759363
openly,-1.0828791832326503
dictatorship,-1.1735512398650376
nah,-1.1703207832160747
raid,1.1026128801050035
neocon,-1.0993730361266585
ar,1.0696727755853723
russians_germany,-1.1327253782155822
speech,-1.0961871605292104
adapt,1.2101437995335669
squad,1.1635164967384273
wwiii,-1.0576977366332383
harm,-1.0673078093142723
highlight,1.0690716376202773
hire,1.0660496060970885
minute,-1.115248816212377
piss,-1.1844950846130957
beg,-1.132002733758197
pointless,-1.057092658113198
innocent_ukrainian,-1.1725872741587209
feel_like,1.089643111659137
operational,1.1954476055218213
osint,1.1677677980711898
invest,1.061999671820308
exchange,1.046119472940162
veteran,-1.1195402173413154
handle,-1.1135359646959513
militarily,-1.1514199194687897
intercept,1.2004197394164349
armored_vehicle,1.1948178350964243
democratic,-1.1325571179251916
surely,-1.095538042597419
track,1.2016236671531257
rage,1.0670506468912175
pacific,-1.1513066345785747
conscript,1.0629802942490478
merely,-1.0586049836290907
clue,1.0845911798390833
unable,1.0881661791035158
islamic_state,-1.1196425398568426
center,1.0825942643699875
bank,-1.0871149667647033
equal,1.1176090622755024
generally,-1.0690410907817343
air_defence,1.1815042125424122
entry,-1.1218598837233358
defensive,-1.06389625469675
dirty,-1.108107718599516
russiaisaterroriststate,-1.1494506908915922
thinking,-1.0449535809110582
wound,1.104734202595931
coordination,1.195015154426768
s_fault,-1.1569003343948652
authority,1.046068409108457
opposition,-1.1311767208419607
actively,1.06848259149931
define,1.0514344140060832
basis,1.0682054915556318
xi,-1.095668200277657
bmp,1.2407611464709023
social_medium,-1.0811286818699066
hypocrite,-1.1492935898878143
bring_peace,-1.1279132968625623
wtf,-1.1738651029862965
comparison,1.0811964042370699
corrupt_country,-1.149117079872039
proud,-1.1836724004674564
crucial,1.1396403616871211
trouble,-1.0384561058677133
president_zelensky,-1.1145462952681904
maga,-1.1860165176326938
space,1.1744491384017024
airspace,-1.078153216337674
personal,-1.0446862713978304
unleash,-1.1409969324505755
decrease,1.1453266543188771
production,1.1672694465071956
dog,-1.1163514822309368
homeless,-1.1734432169866416
eliminate_soon,-1.1760579375033744
donald_trump,-1.1992160946667696
reporter,1.0638975482382742
search,1.0711531642196128
jews,-1.1877111829557483
practice,-1.0489514683473031
unacceptable_violation,-1.1885421749954417
part_georgia,-1.1920414982165888
objective,1.08028048649364
peace_occupy,-1.1830987356389777
shall,-1.083088746873177
reportedly,1.147937768661578
instal,-1.0757408145014187
civilian_threaten,-1.1826121637001652
champions_league,-1.1674364691088999
shed_blood,-1.1808342949812436
putin_aim,-1.1746047708321943
possible_project,-1.1881170994655892
battle_bakhmut,1.183399317024766
energy_price,-1.093792818359969
average,-1.079155286242913
bunch,-1.1022391508127052
uav,1.269537808790347
military_equipment,-1.0965023628550694
strengthen,1.0477155666590927
traitor,-1.1264263879993213
rome,-1.0733715904747128
drone_footage,1.1716149354165213
reveal,1.0966590215135397
mouth,-1.1068456912220936
tax,-1.1074653624246449
blind,1.0568177047225238
england,-1.1728436867221748
jewish,-1.1902001675094025
split_putin,-1.129815718194514
geopolitic,-1.1023194956870013
fire_control,1.2401737770687926
invading,-1.1117433471911178
favorite,-1.0756245856945288
barely,1.0640637148676286
health,-1.102627958242595
kill_million,-1.201091960268571
spring,1.062304396646977
program,-1.0781178056702831
dare,-1.1117385332927252
brave,-1.1366265705210228
initiative,-1.0575170989433382
separatist,-1.0979569078576292
minsk_agreement,-1.1728893292815141
possibility,1.089568844506408
weaponry,1.1879011709310052
perspective,1.062338465689334
yrs,-1.0918755851350455
hit_target,1.0838484963394557
table,-1.0886511793301121
intense,1.1417162862792838
online,1.0441081388506035
expansion,-1.0849165766350837
punish,-1.136396852556734
cannon_fodder,-1.0716966108631594
translation,1.1522596391323625
dig,1.1489884239174066
pavlivka,1.2346974756643847
existence,-1.0894032111022616
boris,-1.1694015203191899
murderer,-1.1280396734088172
principle,-1.0968437622573808
voter,-1.1488191218844201
favor,1.0570638591264565
player,-1.1006604208279924
recruit,1.09997326431873
unlikely,-1.0385846499213005
ya,-1.1386447570282316
neutrality,-1.1629517390819613
heavy,1.097035253852481
father,-1.1195965096448877
box,-1.1244895634077758
logic,-1.1045693891041888
connect,1.0663936499409494
russian_telegram,1.098678089560221
unprovoked,-1.1585846881826651
long_term,-1.0937815949795238
imperial,-1.1158460337002563
liverpool,-1.114420107223345
red,1.152178698066402
guide,1.1017628741615317
flow,1.0853662639200747
regard,-1.038071974972066
macron,-1.1032911885865542
jump,1.070195665653999
bn_military,-1.122841144696623
section,1.2218568135979784
telegram,1.0925267347323275
village,1.1797119496363255
slightly,1.1659589963846138
transport,1.185996438883287
realistic,1.0957632585278194
foot,1.0899647617378336
leak_show,-1.1200039566855724
presidency,-1.1848409657851782
bandera,-1.099791497037778
lazy,-1.0572341624173294
day_invasion,-1.099008778606379
platoon,1.2725794991248012
request,1.063345408093327
student,-1.1095296338405862
load,1.2450596534238851
platform,-1.09430460026264
culture,-1.0685488170238218
johnson,-1.0568636141648102
useful,-1.0621076161612826
proper,-1.0616884954792494
incompetent,-1.0896282133078905
disappear,-1.0541663878818932
congress,-1.0899665865566879
crime_humanity,-1.0970135268478587
tank_bakhmut,1.204102479101478
violence,-1.1758700221395721
everyday,-1.0662229867472703
zelensky_private,-1.1410451080476423
military_operation,1.057363025347615
near_vuhledar,1.198256832480452
desantis,-1.1828924116153727
baby,-1.1416831372061842
plot_bold,-1.1171378449254727
combine,1.0522934477462795
continuous,1.1181186755874624
fascism,-1.2064120732955148
vaccine,-1.1206987993737927
et_al,1.0848522479624618
nature,-1.07164820152782
cool,1.1201323795386928
open_border,-1.1534212046116579
reference,-1.0540873791535874
isis,1.1099220983497424
israeli,1.0561147363546397
criticism,1.1336819807497758
perfectly,-1.0598255976845377
horrible_footage,1.240963498905091
ai,-1.0472210897193222
ignorant,-1.0899977402432846
angry,-1.1166841012307713
end_soon,-1.140684362174403
truck,1.2628325300897538
rail,1.1042178229535538
kia,1.1202932045709897
grind,1.0846141151204747
homeland,-1.0981335108989523
initial,1.2314876231836736
yemen,-1.0806171786713585
gang,-1.0657328619753104
resist,-1.1556371463468005
i_m,-1.114024430730133
senseless,-1.1279345681828932
greece,-1.1118716691799928
republicans,-1.1992095775615728
delusional,-1.1406588852853263
son,-1.129216933517891
nazi_germany,-1.11827819698497
mate,-1.109345829646246
naive,-1.0638737635344682
regiment,1.2240982306610655
sir,-1.0702730266459715
hungry,-1.1272448111736757
dream_run,-1.1601094360380415
suit,-1.141363299061522
establishment,-1.1680659767168733
honor,-1.1210648584019092
arrive_berlin,1.0884366811339128
tired,-1.1070007291076307
attach,1.2035560588437269
blackmail,-1.1502449787892142
missile_hit,-1.0668204974547864
tragedy,-1.0725525904147744
armoured_vehicle,1.2077508185799777
decimate,1.096008974562306
bbc_news,-1.096202517462701
analyst,-1.079038328974762
fun,-1.114438840846251
beautiful,-1.0868356188497577
membership,-1.0551151616403966
good_way,1.0695905202168141
facility,1.1469294896354565
teach,-1.067946406939187
engine,1.1211859342459929
palestinian,-1.0900746425346208
spend_money,-1.2450070477899087
scheme,-1.0922710862300056
parent,-1.107745790493158
european_country,-1.1139818943845645
send_money,-1.1195125990171757
special_military,-1.0623806337121673
roll,-1.0983347490367308
isw,1.1712184424819025
prime_minister,-1.0865493711360383
guilty,-1.1529867865162882
sam_ryder,-1.1284821269377876
screw,-1.170996256774142
enable,-1.0790370256458552
coordinate,1.1334818358977834
prison,1.0517710470546084
labour,-1.1918655543503454
youtube,1.14754193738862
convict,1.0431565588800402
coalition,-1.09231178227986
rape,-1.0889085003164325
transfer,1.1426493633179917
insight,1.1382697780472761
silent,-1.077245974291228
superior,1.139242325746066
ruaf_attack,1.2023107768845298
irrelevant,1.1044559685635487
frame,-1.0935383814579398
delivery,1.1368286788148139
aspect,1.081046103121716
meter,1.2564282302201129
radical,-1.0505517412499943
circumstance,-1.059100488032117
military_expert,1.1723726979699385
basic,1.0550973134849893
study,-1.0707935307111975
vatnik,-1.0863076696358085
shock,-1.1118372812196207
gold,1.0676694504980022
draft,-1.0567946412286262
resident,-1.0726837287727549
colonial,-1.1397508528110747
fresh,1.1388336823344374
phone,-1.083063736824354
surprising,1.0986203568694506
interested,-1.1295234108590595
slowly,1.0660759771050838
nigeria,-1.1126158182531807
audience,-1.0473081357677263
agent,-1.1174722376792336
understanding,1.0914654836387665
happy_mother,-1.1597558073832892
wave,1.0722997407895478
worse,-1.151864216614342
meme,-1.0724204614836803
acknowledge,1.1205456975750334
cash,-1.0566070943249735
participant,1.0615188641632174
manpad,1.1378480911827171
review,-1.0586603843576468
progress,1.0975407085200208
u_k,-1.0664745168209175
distance,1.136082222653627
blogger,1.1949515814040168
overthrow,-1.1656288690129506
justification,-1.139289616789802
bar,-1.0494347161187556
geopolitical,-1.0696421631303312
device,1.1957525726996197
president_volodymyr,-1.0935383902386702
nuclear_power,-1.0592912056814252
russian_ka,1.25570539848819
own,-1.1485793241953726
warmonger,-1.1259669442166305
bucha,1.0417765169233288
rumor,1.1539598940677644
mount,1.2213511790184586
smo,1.0857503619274365
inevitable,-1.0898839233524773
republican,-1.155152697582354
far_right,-1.1623683994288476
commit_genocide,-1.1732328188411694
coward,-1.145007645900047
man_woman,-1.1443241194956733
apartment,1.0666329932676157
partner,1.0581576069801915
anc,-1.1533645395917687
aggressive_instinct,-1.1184063316888697
successfully,1.1242674976113647
young,-1.061539555201128
thread_bring,1.3281063632344212
big_difference,1.0488548284387968
significantly,1.170914229938214
doom,1.0633002148035011
ruaf_manage,1.2565960129523053
nope,1.134520135109071
station,1.1562200506272229
strip,1.0451238725157574
idf,1.1258738574159741
fellow,-1.1438252040997265
week_ago,1.163258314698986
imperialism,-1.1038582747829502
constant,1.0494711407038322
dear,-1.126848863281109
clean,-1.0374526616262296
barrel,1.1366450250828357
fed,-1.085097572483479
million_people,-1.1266897455423976
saturday,-1.0622927358250525
loud,-1.0848516406736972
tax_dollar,-1.190511734568965
cuba,-1.1583065279547686
wanna,-1.1475102232516878
oil_hungary,-1.136179468918963
mafia,-1.1011486948353493
territorial,-1.077986828217553
w_o,-1.0867202005814034
legitimate,-1.0614143202931934
pentagon,-1.125135635496047
friendly,-1.1383808481415596
union,-1.1361099483466297
know_well,-1.0758596957567614
colt,1.157984167432302
innocent_people,-1.180485441256577
eat,-1.063676089223241
wealth,-1.0836710953335
ru_advance,1.1872981197314763
voting,-1.160580751447009
instigate,-1.157068471310646
dem,-1.2067149115834783
private,-1.072217108352484
education,-1.1225704776044212
africans,-1.0824446765458668
helicopter_attack,1.2271041940051763
ke,1.181458010224615
volodymyr_zelenskyy,-1.0704636630296538
breakthrough,1.1539612601682643
ru_mod,1.2648118086740574
kit,1.2613754244558457
ru_force,1.2388504050924178
idk,1.1029390066307094
bilohorivka,1.2217678472595395
hague,-1.1386488773027665
rubbish,-1.1371782594260342
tension,-1.0572659753913731
imperialistic,-1.1654007581983181
feature,1.083321418553448
idiotic,-1.0838405146997692
ambassador,-1.0793450010636225
aid_package,1.0928912598584628
psychological,-1.086521634217792
disgusting,-1.1415527958179401
chaos,-1.0614921627532887
paint,1.1142250739503157
fog,1.1524576194711735
room,-1.0506569549362323
video_show,1.10067769224539
der,-1.1375323261174746
confident,1.0287458812831536
tax_money,-1.1862262788432028
lend_lease,-1.088375822690259
pocket,-1.0779361005126538
extreme,1.070814302364131
weakness,1.0669439406302685
sabotage,1.0822348881430777
orange,-1.0604899324692112
combination,1.219347067068869
status,1.0615959069424727
colonel,1.1612702790581881
concentrate,1.1101757071345024
railroad,1.1737997352491207
invade_sovereign,-1.1384125817685098
chris,-1.179029192282496
soft,1.0672935462542277
sale,1.1191989872325476
mobilization,1.232882217259224
unprecedented,-1.0740093656844276
import,-1.051253096608802
affair,-1.165726670482958
alternative,-1.0678506674890915
albeit,1.0828983822088714
expectation,1.07766218883288
agency,-1.0751856121216659
immigration,-1.1178571967626132
elon,-1.1262159228076507
satellite,1.1944741047441525
manpower,1.0734702942525054
incident,1.1318142873048085
interestingly,1.172126266062962
church,-1.093911704323182
obtain,1.10103087839823
beacon,1.1471319233224078
red_line,1.059885121609384
visit_berlin,-1.0871110011982894
initiate,-1.148841714200952
commercial,1.134712131735223
august,1.1641492211237348
new_york,-1.1052379827568501
tb,1.1425109598532337
russian_invader,-1.0894560541929952
connection,1.04406185303891
hot,-1.0904250444879302
identity,-1.0823261200445398
summary,1.1233967249188825
hiding,-1.0730406961647017
badly,-1.1391480974288792
chechnya,-1.0796855267739633
origin,1.0599238983133041
compromise,-1.1304794902257884
pk,1.239828950175931
bitch,-1.0873083514513293
minor,1.1751613792226692
ego,-1.156773915678028
staff,1.0749741593478783
geolocate,1.2804871441526202
surround,1.0966263534890854
naval_infantry,1.3228977532573358
additionally,1.1137316907408323
pmc_wagner,1.1399301816519618
correctly,1.0581691083994453
sniper_review,1.1468545475442362
soldier_bakhmut,1.1902245212597273
korea,-1.129495310934182
fraud,-1.149410971271656
right_defend,-1.1863361876998482
north_south,1.1343979618393774
general_staff,1.1264872935056407
wide,1.0521004118802717
televote,-1.0883336855511827
change_mind,1.1114001086957124
score,-1.060253677936802
hub,1.1050649279361706
bullet,-1.0785502459058383
south_bakhmut,1.2237495885956196
boat,-1.0984079360662329
telegram_channel,1.1556978840211396
size,1.1807955068491214
upset,1.0580694010780696
ugly,-1.1446001469705032
prosecute,-1.1708474552407373
russian_imperialism,-1.18679062104561
prize,-1.1409262731152756
spirne,1.2546006768149456
slave,-1.1111160129486524
m_sorry,-1.1630045316057112
upgrade,1.1320218074194404
sentence,-1.076966233239896
costly,1.0773975310405566
loan,-1.1220652535094497
china_taiwan,-1.0968653318295574
assessment,1.1155279321559575
eurovision_song,-1.1697965669035255
regime_change,-1.1405081981013514
northern,1.040054795324346
pile,-1.0418738348579135
thanks_germany,-1.1269818483281226
proof,-1.1428994404855601
sensitive,1.1224477785693256
bn,1.1092813515232764
evacuate,1.1754301867768293
coverage,-1.0458620419337843
act_like,-1.0975201607125527
logistics,1.196118530582442
ifv,1.2560976768659033
democrat,-1.148354513866481
mix,1.195500656567921
combine_arm,1.174450209104331
split,-1.1416982228256014
marking,1.1410088977262651
taxpayer_money,-1.1799744236333973
hang,-1.1133829821601808
explosive,1.1381170493406592
honour,-1.0866721165511102
gop,-1.2010732250591576
delete,-1.0692339263355333
spain,-1.1315016695604592
waste_time,-1.1013820810591965
warm,-1.0656407614333205
christians,-1.1869828669298699
hegemony,-1.1203363211154906
bush,-1.130631196032388
gdp,-1.065890861601567
legit,1.1012689676168064
vladimir,1.088003336504801
trip,-1.0743274463489014
helmet_cam,1.3100218192877129
essential,1.1079511989274577
blue,-1.089951530079997
community,-1.0744290110631725
scream,-1.1678505547615008
quit,-1.1265726909098235
victory_day,-1.108631947718418
be_not,-1.1058855816781599
movie,-1.1039342484325574
violation,-1.1241066153051722
definition,-1.0631374261821445
reaction,-1.0438759157516595
dark,-1.0802977176268935
smoke,1.0494314697298543
abroad,1.0449129278323426
shadow,1.1023105625706322
halt,-1.1139175304915894
massive_attack,1.2448762347665923
armor,1.1727557450305806
af,-1.0593770763651824
function,1.1234591857629546
ceasefire,-1.1239668792668331
twice,-1.0752806454495842
belgorod,1.089946340548428
vasyukivka,1.1852754054195977
confirmation,1.079682731100345
express,1.0791366744147104
weather,1.081787706278163
armenia,-1.0638893562706984
weaken_russia,-1.1451943679931984
ignorance,-1.131144472587436
officially,-1.1075342461303483
southern_border,-1.0993712385544816
vdv,1.2856831413090652
special_operation,-1.0497496574273673
tvorchi,-1.0753143434171768
recall,1.0718408225444698
